<<<<<<< HEAD
-4.687697691200053640e+00,3.190137369442830106e+00
4.065440592281321486e+00,3.025363770398226571e+00
-6.400299453735351918e+00,-1.448312890578223211e+00
-5.735263745389391765e+00,2.500457462653443041e+00
-4.928630889586682606e+00,-3.950040585589858821e+00
3.253027984918641646e+00,-1.764902558454797266e+00
-9.155834946371935734e-01,3.729938645815026987e+00
2.744845749447180960e+00,1.885212985974437760e+00
4.536762045575426505e+00,5.193552187617739291e-01
1.513564909497896904e+00,4.924689311766997091e-01
-4.757536264566274653e+00,-1.145597075804685838e+00
2.145749615375385666e+00,-3.905561320541441006e+00
1.854048435177121812e+00,-7.343895243746894064e-01
1.810811699743856362e+00,3.241189441137146687e+00
3.073171810565261675e-01,5.018309260443817976e+00
3.048193822836659517e-01,-4.962653692486216350e+00
5.570627521746224220e-01,-3.461919012302305809e+00
3.025510962888159905e-01,3.212256700852337943e+00
5.632689440160765670e+00,1.878962993621826172e+00
-6.297269384484541987e+00,3.841062006197477618e+00
7.487105190423186674e-01,-1.188073559465630868e+00
3.313207582857623734e+00,-1.141565608669002085e-01
3.099761124195609119e-01,1.561056861263549367e+00
-1.929612880510999773e+00,-7.345550498918981264e-01
-6.795513555047012488e-01,-2.317935182202246924e+00
-3.538401726219388976e+00,-5.021047221289740570e+00
-6.418023604791141423e+00,2.718001976654439988e-01
=======
-4.687697691200053640e+00,3.190137369442830106e+00
4.065440592281321486e+00,3.025363770398226571e+00
-6.400299453735351918e+00,-1.448312890578223211e+00
-5.735263745389391765e+00,2.500457462653443041e+00
-4.928630889586682606e+00,-3.950040585589858821e+00
3.253027984918641646e+00,-1.764902558454797266e+00
-9.155834946371935734e-01,3.729938645815026987e+00
2.744845749447180960e+00,1.885212985974437760e+00
4.536762045575426505e+00,5.193552187617739291e-01
1.513564909497896904e+00,4.924689311766997091e-01
-4.757536264566274653e+00,-1.145597075804685838e+00
2.145749615375385666e+00,-3.905561320541441006e+00
1.854048435177121812e+00,-7.343895243746894064e-01
1.810811699743856362e+00,3.241189441137146687e+00
3.073171810565261675e-01,5.018309260443817976e+00
3.048193822836659517e-01,-4.962653692486216350e+00
5.570627521746224220e-01,-3.461919012302305809e+00
3.025510962888159905e-01,3.212256700852337943e+00
5.632689440160765670e+00,1.878962993621826172e+00
-6.297269384484541987e+00,3.841062006197477618e+00
7.487105190423186674e-01,-1.188073559465630868e+00
3.313207582857623734e+00,-1.141565608669002085e-01
3.099761124195609119e-01,1.561056861263549367e+00
-1.929612880510999773e+00,-7.345550498918981264e-01
-6.795513555047012488e-01,-2.317935182202246924e+00
-3.538401726219388976e+00,-5.021047221289740570e+00
-6.418023604791141423e+00,2.718001976654439988e-01
>>>>>>> e409751e531eb57f3e9bdec15b37d1cdd56cfeee
