275.36,1592.8,2,0,2004,1.519,0.49989,1522,24.631,1.7911,24680,51.349,25.12,0.87218,35.718,1,1002,1.6331,1.2293,0.70921,0.035421,0.89578,0.15311,0.034166,0.035421,0.62607,0.66889,0.98229,-0.71887,0.72778,0.98229,0.76534,2.4339,0.64442,0.16917,0.64411,1.6174,1.1842,0.68339,0.050323,0.85057,0.19946,0.04779,0.050323,0.61559,0.70816,0.97484,-0.63364,0.69564,0.97484,0.76065,2.4284,0.67343,0.1672,0.62294,1.6637,1.2778,0.73647,0.01875,0.94614,0.093134,0.018398,0.01875,0.63354,0.62201,0.99062,-0.83046,0.76649,0.99062,0.76625,2.4487,0.60905,0.17369,0.67737,1.6284,1.2605,0.7276,0.024516,0.92702,0.11513,0.023915,0.024516,0.64019,0.62869,0.98774,-0.78649,0.74719,0.98774,0.77419,2.4271,0.61173,0.16831,0.64727,1.8257,0.10156,0.10938,0.13281,0.15234,0.16797,1.2497,29.298,161,1.091,36.562,89,1.2943,29.668,187,102,3,0,0,0,0,7,35,7,0,0,6,10,27,32,11,0,0,16,72,13,10,25,10,2,1,18,100,126,37,6,2,55,7,1,0,0,0,12,59,3,1,2,6,3,36,48,16,0,0,0,9,16,41,77,14,0,0,0,6,137,128,15,0,14,40,100,2,0,0,0,5,3,27,91,30,2,3,1,2,0,0,27,111,47,12,5,0,0,0,0,41,137,28,1,0,0,8,137,32,0,0,0,0,0,9,137,84,4,0,0,0,0,0,25,126,125,2,0,0,0,0,0,21,137,37,0,0,40,1,1,0,0,0,0
269.69,1587.7,2,0,2164,1.5213,0.49978,1646,24.532,1.6551,26544,53.943,25.829,0.87791,37.117,1,1082,1.6434,1.2265,0.70708,0.036713,0.89323,0.15735,0.035365,0.036713,0.6208,0.67778,0.98164,-0.71492,0.72799,0.98164,0.76107,2.4411,0.65234,0.17176,0.65096,1.6239,1.1765,0.67853,0.053476,0.84258,0.20863,0.050616,0.053476,0.6097,0.72047,0.97326,-0.62131,0.69162,0.97326,0.75639,2.4337,0.68342,0.17018,0.62588,1.6696,1.2767,0.73548,0.019031,0.94567,0.094244,0.018669,0.019031,0.6311,0.62553,0.99048,-0.82877,0.76722,0.99048,0.76413,2.4527,0.61242,0.17559,0.68144,1.6381,1.2702,0.73305,0.02139,0.93693,0.1034,0.020933,0.02139,0.64006,0.62116,0.9893,-0.80802,0.75565,0.9893,0.77302,2.4326,0.60647,0.17018,0.65662,1.758,0.10156,0.10547,0.12891,0.14844,0.15625,1.2891,28.01,210,1.0255,35.159,88,1.3319,28.458,251,124,29,0,0,0,0,2,108,62,0,0,0,1,10,102,124,0,0,0,4,38,103,124,10,0,0,0,14,124,77,11,1,114,49,0,0,0,0,4,25,26,0,0,0,1,26,124,70,0,0,0,0,1,50,124,5,0,0,0,0,112,124,53,1,62,24,1,0,0,0,2,4,5,1,8,18,19,20,19,3,0,0,30,37,13,20,43,1,0,0,5,48,124,61,15,0,11,10,3,8,6,0,12,13,19,33,16,7,0,0,5,12,3,32,92,48,0,0,0,0,0,0,21,124,52,0,0,0,40,2,1,0,0,0,0
259.7,1578.4,2.0019,0.04413,2054,1.538,0.4988,1578,24.15,1.5664,24778,51.23,25.735,0.86467,36.143,1,1026,1.5732,1.2292,0.70973,0.031212,0.90108,0.13893,0.030238,0.031212,0.65426,0.62663,0.98439,-0.73335,0.71896,0.98439,0.78812,2.3926,0.60501,0.15739,0.5998,1.5564,1.1797,0.68154,0.045343,0.85445,0.18457,0.043287,0.045343,0.64519,0.66372,0.97733,-0.64586,0.68554,0.97733,0.78431,2.386,0.63231,0.15614,0.5777,1.5976,1.2833,0.74083,0.015476,0.95198,0.079868,0.015237,0.015476,0.66263,0.57908,0.99226,-0.84568,0.75762,0.99226,0.79048,2.4036,0.56854,0.16178,0.6288,1.5686,1.2711,0.73307,0.017157,0.94486,0.086758,0.016863,0.017157,0.67238,0.57188,0.99142,-0.82768,0.74655,0.99142,0.79902,2.3848,0.56038,0.15651,0.60438,1.7552,0.097656,0.10547,0.12891,0.14844,0.16016,1.2371,28.024,168,0.98423,35.233,73,1.2636,28.414,191,4,3,44,22,14,7,6,14,0,11,117,13,3,7,11,0,2,5,71,51,11,15,10,2,14,47,67,8,2,4,2,11,4,1,3,0,0,9,98,106,0,0,5,0,2,90,117,1,1,0,0,1,6,98,117,25,13,5,0,0,3,41,117,111,18,7,1,0,0,9,68,94,0,0,5,14,16,97,86,3,0,0,8,39,23,92,111,13,0,0,1,10,8,50,117,55,14,39,66,3,0,0,0,5,0,29,90,22,6,2,0,0,0,12,117,117,9,2,0,0,0,0,24,117,36,12,11,0,40,3,1,0,0,0,0
255.33,1578.4,2,0,2146,1.5116,0.5001,1622,25.774,1.4505,27656,52.083,26.585,0.85991,36.962,1,1073,1.739,1.2281,0.69851,0.033298,0.91165,0.14602,0.032189,0.033298,0.59094,0.7055,0.98335,-0.7492,0.75572,0.98335,0.73147,2.5038,0.68244,0.18817,0.72045,1.7193,1.18,0.67114,0.05318,0.85769,0.20777,0.050352,0.05318,0.57603,0.76027,0.97341,-0.64262,0.71734,0.97341,0.72478,2.4973,0.72348,0.1875,0.69407,1.7601,1.2493,0.70871,0.02297,0.93993,0.10938,0.022442,0.02297,0.59546,0.67603,0.98851,-0.8114,0.7777,0.98851,0.7313,2.5144,0.66041,0.19196,0.74124,1.7346,1.266,0.72287,0.019189,0.94865,0.094864,0.01882,0.019189,0.60812,0.65157,0.99041,-0.83284,0.78004,0.99041,0.74232,2.4962,0.63891,0.18777,0.72696,1.7882,0.10547,0.11719,0.13672,0.15625,0.16797,1.1089,31.447,114,1.0195,36.919,86,1.1641,31.752,141,0,0,1,5,3,5,72,55,0,0,8,52,30,31,39,22,0,0,1,92,69,49,15,0,0,0,8,56,37,23,4,0,0,0,0,0,0,5,124,60,0,0,0,0,3,124,124,25,0,0,0,1,11,124,124,1,0,0,0,2,45,124,107,1,2,2,0,0,1,22,75,3,2,7,19,21,22,60,60,1,0,0,20,94,40,65,57,0,0,0,0,30,62,124,56,0,9,24,4,15,7,2,2,0,21,82,43,12,0,0,0,0,0,17,91,124,9,0,0,0,0,0,4,124,83,6,0,0,40,4,1,0,0,0,0
250.25,1577.2,2,0,2174,1.5005,0.50023,1631,27.418,1.4254,29803,54.606,25.557,0.88372,37.202,1,1087,1.8439,1.1801,0.64516,0.039713,0.90315,0.16703,0.038136,0.039713,0.55182,0.76319,0.98014,-0.72861,0.76356,0.98014,0.69222,2.5758,0.73566,0.20502,0.78038,1.8164,1.1324,0.62028,0.064752,0.84044,0.23985,0.060559,0.064752,0.53368,0.82821,0.96762,-0.60836,0.71858,0.96762,0.68468,2.5659,0.78339,0.20349,0.74679,1.8514,1.1864,0.64734,0.035636,0.91344,0.15382,0.034366,0.035636,0.55405,0.75203,0.98218,-0.74909,0.7713,0.98218,0.69243,2.5795,0.72743,0.20637,0.78754,1.8311,1.2026,0.66368,0.032095,0.92083,0.14195,0.031065,0.032095,0.56366,0.73351,0.98395,-0.76588,0.77392,0.98395,0.70158,2.5648,0.71139,0.20325,0.77846,1.7789,0.11328,0.125,0.14844,0.16797,0.17969,1.1032,33.628,113,0.98839,39.747,75,1.1716,33.993,147,79,4,0,0,0,0,6,137,15,5,8,9,7,16,99,84,0,0,3,25,46,71,73,1,0,0,0,9,111,33,12,0,34,0,0,0,0,3,39,112,0,0,0,0,0,63,137,52,0,0,0,0,1,71,137,14,0,0,0,0,40,72,137,22,5,0,0,0,0,26,52,37,0,0,0,0,26,137,69,1,0,0,0,2,30,110,137,13,0,0,0,0,4,30,137,39,0,0,0,6,12,31,36,3,0,0,0,3,35,53,22,0,0,0,16,48,57,20,6,0,0,0,41,29,4,3,29,5,40,5,1,0,0,0,0
243.11,1576.5,2,0,1948,1.5277,0.49949,1488,28.089,2.2644,27359,51.199,24.469,0.8784,35.216,1,974,1.9809,1.1066,0.54343,0.046053,0.89658,0.18672,0.043932,0.046053,0.51076,0.82132,0.97697,-0.71123,0.77218,0.97697,0.64234,2.6693,0.78941,0.22275,0.84456,1.9492,1.0718,0.53197,0.071603,0.83768,0.25777,0.066476,0.071603,0.49247,0.88583,0.9642,-0.59952,0.7297,0.9642,0.63586,2.6567,0.83627,0.22105,0.81052,1.9857,1.117,0.54886,0.039356,0.9117,0.16589,0.037807,0.039356,0.51657,0.8012,0.98032,-0.74274,0.78276,0.98032,0.6452,2.6702,0.774,0.22321,0.85191,1.9621,1.1228,0.56365,0.042228,0.90418,0.17496,0.040444,0.042228,0.51892,0.80468,0.97889,-0.72713,0.77577,0.97889,0.65116,2.6554,0.77545,0.22064,0.83906,1.7646,0.11719,0.12891,0.16016,0.18359,0.19922,1.1088,34.623,114,0.91044,43.87,46,1.1154,34.798,119,130,23,1,0,0,0,0,5,17,3,6,13,24,26,3,2,0,0,0,8,26,39,14,1,0,0,0,0,18,108,15,1,107,16,0,0,0,5,7,31,5,0,0,0,38,99,8,4,0,0,0,0,38,130,40,0,0,0,0,0,12,130,68,0,26,0,0,1,0,3,17,130,0,0,0,2,76,46,24,27,0,0,0,35,130,91,2,0,0,0,0,33,130,130,16,0,15,2,31,86,0,0,3,49,17,3,3,9,15,3,10,38,1,0,0,116,110,0,0,1,0,0,0,130,122,1,0,0,40,6,1,0,0,0,0
241.85,1577.8,2.0009,0.030514,2149,1.5931,0.49148,1711,28.665,3.6326,30786,55.841,24.663,0.89718,36.979,1,1074,2.2614,0.9902,0.26317,0.044539,0.90907,0.18211,0.042555,0.044539,0.46785,0.86413,0.97773,-0.73359,0.79565,0.97773,0.54984,2.8558,0.83346,0.2451,0.93466,2.2309,0.96471,0.2702,0.071545,0.85347,0.25762,0.066426,0.071545,0.4457,0.93727,0.96423,-0.62254,0.75651,0.96423,0.54201,2.8444,0.88808,0.24453,0.90426,2.2593,0.99235,0.26683,0.043386,0.91136,0.17856,0.041504,0.043386,0.46916,0.8604,0.97831,-0.73872,0.79712,0.97831,0.55132,2.854,0.83044,0.2449,0.93529,2.2515,1.0162,0.29286,0.0271,0.94444,0.12451,0.026366,0.0271,0.4859,0.80497,0.98645,-0.81745,0.81948,0.98645,0.56477,2.8434,0.78621,0.24378,0.94836,1.8019,0.11719,0.13281,0.16797,0.19141,0.20703,1.128,35.836,122,1.0497,47.557,70,1.1735,36.66,147,60,116,3,0,0,0,0,0,6,52,39,30,18,3,0,0,0,0,6,32,85,30,1,0,0,0,0,0,55,125,16,0,123,42,0,0,0,2,8,41,14,11,5,5,45,80,20,13,0,0,0,2,125,125,0,0,0,0,0,0,125,125,0,0,25,0,3,27,0,1,43,91,0,0,0,1,18,80,91,31,0,0,0,39,125,87,3,0,0,0,0,74,125,32,0,0,0,0,15,125,1,0,12,9,2,0,4,44,2,4,29,31,1,0,1,54,30,7,11,13,0,0,0,112,79,3,1,0,40,7,1,0,0,0,0
239.57,1578,2,0,2084,1.5537,0.49734,1619,28.088,2.1841,29268,53.932,24.821,0.8878,36.424,1,1042,2.0592,1.0782,0.48193,0.040975,0.91108,0.17103,0.039296,0.040975,0.49996,0.82259,0.97951,-0.74028,0.78757,0.97951,0.6196,2.7198,0.79425,0.23068,0.88053,2.0261,1.0487,0.47773,0.066893,0.85366,0.24553,0.062419,0.066893,0.48071,0.89143,0.96655,-0.62558,0.74645,0.96655,0.61338,2.7063,0.84531,0.22927,0.84688,2.0559,1.0798,0.48503,0.040975,0.91097,0.17103,0.039296,0.040975,0.50058,0.82184,0.97951,-0.7398,0.78731,0.97951,0.62071,2.7176,0.79358,0.23053,0.87928,2.042,1.1028,0.51026,0.031746,0.93047,0.14076,0.030738,0.031746,0.51271,0.78829,0.98413,-0.78504,0.79954,0.98413,0.63152,2.7052,0.76631,0.22844,0.88136,1.7909,0.11719,0.12891,0.16016,0.17969,0.19531,1.1278,35.136,118,1.0513,43.859,85,1.2251,36.266,169,131,6,0,0,0,0,0,30,101,20,6,5,9,12,2,4,0,0,2,18,98,54,2,0,0,0,0,9,131,27,1,0,131,14,0,0,0,0,2,31,79,2,0,0,2,112,35,26,0,0,0,0,20,131,44,0,0,0,0,6,89,61,43,3,131,9,1,3,0,1,45,102,10,0,0,0,8,131,106,37,0,4,21,9,31,131,23,2,0,6,24,10,17,18,31,11,6,1,22,131,1,0,41,46,40,13,7,6,2,12,58,53,27,49,65,6,6,5,1,5,0,7,73,57,15,0,0,0,40,8,1,0,0,0,0
234.42,1573.3,1.9982,0.042855,2174,1.5827,0.49334,1722,27.229,2.5961,29625,57.009,24.552,0.90251,37.219,1,1088,2.1987,1.0268,0.34624,0.033849,0.92979,0.14788,0.032703,0.033849,0.48526,0.82225,0.98308,-0.78154,0.80751,0.98308,0.57785,2.8104,0.79885,0.2412,0.93022,2.1692,0.99423,0.3434,0.064819,0.86513,0.24003,0.060618,0.064819,0.45919,0.91143,0.96759,-0.64469,0.76225,0.96759,0.56705,2.8011,0.86693,0.24083,0.89561,2.2001,1.0255,0.3441,0.034399,0.92873,0.14972,0.033216,0.034399,0.48456,0.82394,0.9828,-0.77866,0.80695,0.9828,0.57703,2.8115,0.80051,0.24161,0.93008,2.1885,1.0463,0.36988,0.023256,0.95158,0.11045,0.022715,0.023256,0.49727,0.78274,0.98837,-0.83611,0.82212,0.98837,0.58832,2.8001,0.76688,0.24035,0.93678,1.8249,0.11328,0.12891,0.16016,0.18359,0.19922,1.0968,35.033,121,1.0229,44.792,96,1.2028,36.375,184,0,5,41,5,9,60,6,0,0,0,9,13,40,142,8,0,0,0,0,3,18,77,52,8,0,0,0,1,60,44,26,8,0,0,0,4,35,75,17,1,0,0,0,26,142,97,4,0,6,2,1,15,55,53,62,44,15,2,0,16,74,7,16,52,0,0,2,50,13,14,36,12,0,4,14,70,122,11,10,1,6,14,142,101,41,2,1,6,21,26,91,29,10,0,0,11,0,0,45,142,1,1,4,0,2,60,67,58,4,1,3,0,4,63,142,22,0,0,0,0,0,3,136,113,0,0,0,0,40,9,1,0,0,0,0
228.56,1569.2,1.9991,0.029854,2243,1.6052,0.48903,1801,27.232,3.5238,30554,57.459,25.023,0.90019,37.796,1,1122,2.2836,1.0037,0.25314,0.028502,0.94194,0.1295,0.02769,0.028502,0.48139,0.81326,0.98575,-0.81101,0.81873,0.98575,0.55314,2.8652,0.79351,0.24543,0.95333,2.2459,0.97225,0.26297,0.062222,0.87274,0.23304,0.058351,0.062222,0.4527,0.91436,0.96889,-0.65942,0.77022,0.96889,0.54321,2.8514,0.87123,0.24448,0.91568,2.2734,0.99953,0.25942,0.0343,0.93004,0.14938,0.033123,0.0343,0.47662,0.8324,0.98285,-0.78184,0.81027,0.98285,0.55266,2.8604,0.80863,0.24516,0.94621,2.2696,1.0298,0.28724,0.011852,0.97576,0.064348,0.011711,0.011852,0.49948,0.74608,0.99407,-0.9057,0.8422,0.99407,0.56889,2.8504,0.73791,0.24448,0.96576,1.8298,0.11328,0.12891,0.16016,0.18359,0.19922,1.1035,35.352,125,1.0704,43.911,101,1.247,36.702,208,0,0,5,121,38,0,0,0,0,0,1,104,48,3,5,3,0,0,0,11,19,20,53,9,0,0,0,0,38,94,72,6,1,0,6,86,19,1,0,2,0,0,1,125,96,0,0,0,0,0,0,51,125,29,0,0,0,0,0,5,125,78,0,0,2,0,2,26,13,3,15,17,0,0,0,81,125,8,4,0,0,0,5,125,125,6,0,0,0,0,14,125,86,13,0,0,0,0,22,125,6,2,6,3,0,0,6,57,64,5,3,0,0,0,21,124,40,0,0,0,0,0,49,125,1,0,0,0,40,10,1,0,0,0,0
