<<<<<<< HEAD
-3.379902362823486328e+00,2.611485719680786133e+00
4.866690158843994141e+00,1.700401544570922852e+00
-7.251590251922607422e+00,-1.759110927581787109e+00
-6.358185768127441406e+00,2.393907546997070312e+00
-6.693239688873291016e+00,-2.302165746688842773e+00
-4.591657638549804688e+00,-4.278501510620117188e+00
3.674527883529663086e+00,-2.089759111404418945e+00
-2.363680839538574219e+00,2.748945474624633789e+00
2.400235652923583984e+00,2.286995172500610352e+00
3.884336471557617188e+00,-1.959951043128967285e+00
3.070453643798828125e+00,2.156066656112670898e+00
-6.256444931030273438e+00,2.044270277023315430e+00
4.462353706359863281e+00,9.864308238029479980e-01
-7.813030481338500977e-01,3.050757884979248047e+00
4.430878162384033203e+00,1.037435173988342285e+00
4.578571319580078125e+00,6.922448873519897461e-01
2.012760162353515625e+00,1.053417205810546875e+00
-4.803872585296630859e+00,-1.081784605979919434e+00
1.461574912071228027e+00,-3.400491237640380859e+00
-5.619292736053466797e+00,2.534934520721435547e+00
-5.196448802947998047e+00,-3.846829891204833984e+00
1.545180559158325195e+00,3.074558973312377930e-01
2.114382505416870117e+00,-8.624436855316162109e-01
2.500043630599975586e+00,3.268895864486694336e+00
-8.048681020736694336e-01,4.442886829376220703e+00
-6.183210760354995728e-02,5.513314723968505859e+00
2.553796768188476562e+00,-7.606131434440612793e-01
1.349898934364318848e+00,4.517720222473144531e+00
-4.946009159088134766e+00,3.532285690307617188e+00
5.711904168128967285e-02,-4.936477184295654297e+00
2.475516796112060547e+00,-6.669495701789855957e-01
2.429477453231811523e+00,1.770402193069458008e+00
4.754224300384521484e+00,2.167603492736816406e+00
-1.466634988784790039e+00,3.350778818130493164e+00
1.407265216112136841e-01,-3.454106569290161133e+00
7.684959173202514648e-01,3.358122348785400391e+00
5.658622264862060547e+00,2.700296878814697266e+00
-6.247903823852539062e+00,4.166818141937255859e+00
7.673687338829040527e-01,-8.266179561614990234e-01
-2.668326795101165771e-01,5.410650253295898438e+00
1.440679788589477539e+00,-3.137646436691284180e+00
2.401011228561401367e+00,-2.885729312896728516e+00
4.385674953460693359e+00,-7.789795994758605957e-01
4.733303189277648926e-01,4.240562438964843750e+00
1.306153088808059692e-02,-4.907966613769531250e+00
3.648694992065429688e+00,1.853799104690551758e+00
5.237889885902404785e-01,7.519083470106124878e-02
4.314400196075439453e+00,4.334989190101623535e-01
2.810624599456787109e+00,2.110344171524047852e+00
4.078759253025054932e-01,-9.536345601081848145e-01
2.169057607650756836e+00,1.065985798835754395e+00
2.257089376449584961e+00,1.669460296630859375e+00
-6.362153053283691406e+00,2.776052951812744141e+00
-5.171557664871215820e-01,2.130844116210937500e+00
4.913135051727294922e+00,2.402329593896865845e-01
4.141154289245605469e+00,3.497996807098388672e+00
2.641672611236572266e+00,-8.102803230285644531e-01
-4.249674320220947266e+00,-5.768932342529296875e+00
-4.416641235351562500e+00,-5.696165561676025391e+00
3.108875513076782227e+00,2.245504140853881836e+00
7.519835233688354492e-01,-1.533926367759704590e+00
-1.773142814636230469e-01,2.699649572372436523e+00
2.629218101501464844e+00,1.521146059036254883e+00
5.320050939917564392e-02,-3.715787649154663086e+00
-5.735466957092285156e+00,2.494607925415039062e+00
3.928412437438964844e+00,3.806654214859008789e-01
-5.718369960784912109e+00,2.640321493148803711e+00
7.384027540683746338e-02,-4.796348094940185547e+00
-9.821834564208984375e-01,2.955938577651977539e+00
2.125009059906005859e+00,1.185900926589965820e+00
-3.236899375915527344e+00,-1.279850721359252930e+00
4.208907604217529297e+00,1.101492524147033691e+00
