1,1176.1,1
1,1118.2,0
1,630.08,0
1,1806.1,1
1,588.32,0
1,585.22,0
1,847.06,0
1,1376.9,1
1,1282.9,0
1,1167.3,0
1,1597.6,0
1,2089,1
1,1408.3,0
1,2006,1
1,930.61,0
1,843.68,0
1,1295.9,0
1,1352.1,1
1,770.85,0
1,1366.2,1
1,612.06,0
1,2094.3,1
1,1015.3,0
1,902.28,0
1,1431.4,1
1,1331.2,1
1,1671.2,0
1,1900.3,1
1,2065.7,1
1,1159.9,0
1,1535,0
1,1611.4,1
1,1706.8,1
1,1571.3,1
1,815.93,0
1,1114.1,1
1,1226.2,0
1,1587.9,1
1,989.78,0
1,1593.6,1
1,1387.1,0
1,879.38,0
1,1992.5,0
1,1888.3,1
1,1294,1
1,924.55,0
1,992.22,0
1,874.13,0
1,1049.9,0
1,2012.1,0
1,1247.4,0
1,907,1
1,2101.7,1
1,1108.6,1
1,913.91,0
1,620.83,1
1,873.41,0
1,602.76,0
1,584.71,0
1,964.26,0
1,1317.4,1
1,1351.8,1
1,1495.4,1
1,1246,0
1,1426.7,1
1,996.43,0
1,1780.9,1
1,1303.9,0
1,2008.4,1
1,1801.9,0
1,1070.3,0
1,1206.7,0
1,1521,1
1,1272.8,1
1,1099.3,0
1,1345.4,1
1,2223.7,1
1,1316.6,1
1,2473.4,1
1,1503.4,1
1,1272.7,1
1,1645.5,1
1,1148.4,0
1,1388.3,0
1,1560.7,0
1,2868.8,1
1,1073.4,0
1,1921,1
1,647.37,0
1,590.96,0
1,584.89,0
1,1075.8,0
1,1530.8,1
1,1878.9,1
1,646.18,0
1,697.05,1
1,610.33,1
1,603.14,0
1,1850.5,0
1,586.96,0
1,1468.9,1
1,586.78,0
1,592.74,0
1,584.53,0
1,1841,1
1,755.38,0
1,1146.9,0
1,1021.8,0
1,868.99,0
1,1332.6,1
1,664.18,0
1,1056.2,0
1,700.61,0
1,1258.6,0
1,1455.6,0
1,1145.5,0
1,925.26,1
1,2024.2,1
1,1996.8,1
1,1034.6,0
1,1744.3,1
1,1698.1,1
1,1717,0
1,2822.2,0
1,1338.2,1
1,1890.2,1
1,847.01,0
1,1287.8,0
1,1316.1,0
1,1137.5,0
1,1161.6,0
1,1157.1,0
1,992.35,0
1,2409.6,1
1,1618.9,0
1,885.89,0
1,2100.4,1
1,1341.7,0
1,1045.6,0
1,3602.3,0
1,1287.6,0
1,1631.2,1
1,1556.9,0
1,1430.2,1
1,1491.1,1
1,760.08,0
1,1069.3,0
1,2471.2,0
1,1066.8,0
1,1166.8,1
1,1406.5,1
1,787.43,0
1,988.01,0
1,2717,1
1,2448.3,1
1,583.53,0
1,582.47,0
1,600.15,0
1,1344.1,0
1,586.38,0
1,2188.4,1
1,840.24,0
1,2259.7,1
1,1513.1,0
1,1098.9,0
1,956.8,0
1,2225.5,1
1,1094.1,0
1,1420.6,1
1,1123.2,0
1,831.4,0
1,936.51,0
1,1214.1,1
1,1201.7,0
1,1592.8,1
1,1179.7,0
1,1076.6,0
1,2096,1
1,940.73,1
1,845.6,0
1,1434.7,1
1,1216.6,0
1,1088.9,0
1,989.66,1
1,1340.6,1
1,3081.3,1
1,1250,0
1,1145.1,0
1,1450.2,0
1,860.71,0
1,1984.2,1
1,1159.3,0
1,861.22,0
1,1691.2,0
1,1202.1,0
1,1076.9,0
1,2233.7,1
1,980.26,0
1,1674.1,1
1,799.47,0
1,687.56,1
1,573.39,0
1,580,0
1,706.48,0
1,604.3,0
1,620.1,0
1,770.56,0
1,669.08,0
1,2158.2,1
1,1535,1
1,1811.2,1
1,1904.3,1
1,752.65,0
1,960.8,0
1,1270.8,1
1,972.51,0
1,2116.2,1
1,1120.3,1
1,1039.6,0
1,1157.2,0
1,1180.1,0
1,1048.9,0
1,846.06,0
1,1190.8,1
1,817.45,0
1,2144.6,1
1,1121.3,1
1,1119.8,1
1,1092.2,0
1,1392.4,1
1,794.21,0
1,1032.5,0
1,825.93,0
1,2027.4,1
1,1055.4,0
1,1613.4,1
1,2097.9,0
1,1129.6,0
1,1212.9,1
1,1110.7,0
1,1177,0
1,1104.3,0
1,1163.7,0
1,2448.2,0
1,1042.6,0
1,917.49,0
1,997.44,0
1,954.88,0
1,1760.5,0
1,1479.6,1
1,854.73,0
1,932.99,0
1,842.12,0
1,1325.6,1
1,1185.1,0
1,1742.9,1
1,1219.9,0
