./180223_ML/XY69.csv_1,0.06916834,0.0,0
./180223_ML/XY69.csv_2,0.20225514,0.0,1
./180223_ML/XY69.csv_3,0.07056895,0.0,0
./180223_ML/XY69.csv_4,0.7731511,1.0,1
./180223_ML/XY69.csv_5,0.10638417,0.0,0
./180223_ML/XY69.csv_6,0.09578015,0.0,0
./180223_ML/XY69.csv_7,0.22297236,0.0,0
./180223_ML/XY69.csv_8,0.31768605,0.0,0
./180223_ML/XY69.csv_9,0.094009615,0.0,0
./180223_ML/XY69.csv_10,0.7769811,1.0,1
./180223_ML/XY69.csv_11,0.29842746,0.0,0
./180223_ML/XY69.csv_12,0.09136477,0.0,0
./180223_ML/XY69.csv_13,0.90162635,1.0,1
./180223_ML/XY69.csv_14,0.056381214,0.0,1
./180223_ML/XY69.csv_15,0.30769065,0.0,1
./180223_ML/XY69.csv_16,0.7024504,1.0,1
./180223_ML/XY69.csv_17,0.7447508,1.0,0
./180223_ML/XY69.csv_18,0.69995147,1.0,0
./180223_ML/XY69.csv_19,0.15754612,0.0,1
./180223_ML/XY69.csv_20,0.78875756,1.0,1
./180223_ML/XY69.csv_21,0.7033977,1.0,1
./180223_ML/XY69.csv_22,0.31372502,0.0,1
./180223_ML/XY69.csv_23,0.19913524,0.0,0
./180223_ML/XY69.csv_24,0.11933067,0.0,0
./180223_ML/XY69.csv_25,0.7466632,1.0,1
./180223_ML/XY69.csv_26,0.87354565,1.0,0
./180223_ML/XY69.csv_27,0.53460354,1.0,0
./180223_ML/XY69.csv_28,0.5485388,1.0,0
./180223_ML/XY69.csv_29,0.5554056,1.0,0
./180223_ML/XY69.csv_30,0.8806124,1.0,1
./180223_ML/XY69.csv_31,0.4652441,0.0,1
./180223_ML/XY69.csv_32,0.4144234,0.0,1
./180223_ML/XY69.csv_33,0.47978252,0.0,0
./180223_ML/XY69.csv_34,0.08069634,0.0,0
./180223_ML/XY69.csv_35,0.09321417,0.0,0
./180223_ML/XY69.csv_36,0.10955848,0.0,0
./180223_ML/XY69.csv_37,0.5276516,1.0,1
./180223_ML/XY69.csv_38,0.071481206,0.0,1
./180223_ML/XY69.csv_39,0.8929295,1.0,1
./180223_ML/XY69.csv_40,0.91065997,1.0,1
./180223_ML/XY69.csv_41,0.90497464,1.0,1
./180223_ML/XY69.csv_42,0.8099103,1.0,0
./180223_ML/XY69.csv_43,0.67347085,1.0,1
./180223_ML/XY69.csv_44,0.32472363,0.0,1
./180223_ML/XY69.csv_45,0.361183,0.0,1
./180223_ML/XY69.csv_46,0.100304805,0.0,0
./180223_ML/XY69.csv_47,0.067056544,0.0,0
./180223_ML/XY69.csv_48,0.20495085,0.0,0
./180223_ML/XY69.csv_49,0.0668128,0.0,0
./180223_ML/XY69.csv_50,0.1274171,0.0,0
./180223_ML/XY69.csv_51,0.09218822,0.0,0
./180223_ML/XY69.csv_52,0.8469816,1.0,1
./180223_ML/XY69.csv_53,0.09590161,0.0,0
./180223_ML/XY69.csv_54,0.14466973,0.0,0
./180223_ML/XY69.csv_55,0.22389422,0.0,0
./180223_ML/XY69.csv_56,0.08496766,0.0,0
./180223_ML/XY69.csv_57,0.29419497,0.0,0
./180223_ML/XY69.csv_58,0.035039485,0.0,0
./180223_ML/XY69.csv_59,0.033553783,0.0,0
./180223_ML/XY69.csv_60,0.07725702,0.0,1
./180223_ML/XY69.csv_61,0.83746475,1.0,0
./180223_ML/XY69.csv_62,0.77402353,1.0,1
./180223_ML/XY69.csv_63,0.661942,1.0,1
./180223_ML/XY69.csv_64,0.3284955,0.0,0
